Sentence,Sentiment,Translated_Sentence,Translated_Sentiment
"The payment of 2.779 million litas in interest on a long-term loan provided by Ragutis ' majority shareholder , Estonia 's A. Le Coq , also added to the losses .",negative,"O pagamento de 2,779 milhões de litas em juros sobre um empréstimo de longo prazo concedido pelo accionista maioritário da Ragutis, A. Le Coq da Estónia, também contribuiu para as perdas.",negativo
"More than 14,000 customers were left powerless .",neutral,Mais de 14.000 clientes ficaram impotentes.,neutro
"In its financial report , published on Friday , SEB said its net profit soared to SEK6 .745 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase to SEK1 .50 per share .",positive,"No seu relatório financeiro, publicado na sexta-feira, o SEB afirmou que o seu lucro líquido subiu para 6,745 mil milhões de coroas suecas em 2010, em relação ao ano anterior, de 1,114 mil milhões de coroas suecas, e propôs um aumento de 50% nos dividendos, para 1,50 coroas suecas por acção.",positivo
Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers .,neutral,A empresa finlandesa de carne Atria não pode mais prometer aos seus clientes uma quantidade suficiente de carne bovina nacional.,neutro
ICE Said to Start Lining Up Financing for LSE Bidding War,positive,ICE disse para começar a conseguir financiamento para a guerra de licitações da LSE,positivo
The transaction included also the transfer of the lease agreement concerning manufacturing premises and employment agreements related to these operations .,neutral,A transação incluiu também a transferência do contrato de locação referente às instalações fabris e dos contratos de trabalho relacionados a essas operações.,neutro
Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan .,neutral,"A Ixonos financiará a aquisição através de um empréstimo de 3,8 milhões de euros e US$ 5,2 milhões.",neutro
"UPM is talking to Myllykoski+ó s creditor banks -- Nordea ( STO : NDA ) , Nordic Investment Bank and Danske Bank+ó s ( CPH : DANSKE ) Sampo Bank -- over a deal , the paper said .",neutral,"A UPM está conversando com os bancos credores do Myllykoski+ó – Nordea (STO: NDA), Nordic Investment Bank e Sampo Bank do Danske Bank+ó (CPH: DANSKE) – sobre um acordo, disse o jornal.",neutro
AstraZeneca share price: Acerta deal pays off with orphan drug status,positive,Preço das ações da AstraZeneca: acordo com Acerta compensa com status de medicamento órfão,positivo
Aspen to Buy Anaesthetics From AstraZeneca for $520 Million,positive,Aspen comprará anestésicos da AstraZeneca por US$ 520 milhões,positivo
"Sales at the Tiimari business went down by 8 % to EUR 11.8 million , while Gallerix stores saw 29 % growth to EUR 2 million .",negative,"As vendas no negócio Tiimari caíram 8% para 11,8 milhões de euros, enquanto as lojas Gallerix registaram um crescimento de 29% para 2 milhões de euros.",negativo
Commission income fell to EUR 4.6 mn from EUR 5.1 mn in the corresponding period in 2007 .,negative,"As receitas de comissões caíram para 4,6 milhões de euros, contra 5,1 milhões de euros no período correspondente de 2007.",negativo
"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .",positive,"O último trimestre foi o melhor trimestre de 2009 em vendas líquidas e a margem operacional subiu para 12,2%.",positivo
Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 .,positive,"As receitas relacionadas com os passageiros aumentaram 5,1% para 460,8 milhões de euros, face aos 438,5 milhões de euros em 2009.",positivo
"Last year , the firm also acquired Realprojekti Oy , a real estate development company , to advise CapMan on its property activities .",neutral,"No ano passado, a empresa também adquiriu a Realprojekti Oy, uma empresa de desenvolvimento imobiliário, para aconselhar a CapMan nas suas actividades imobiliárias.",neutro
"The company 's operating income ( EBIT ) totalled EUR 0.0 mn , up from EUR -0.3 mn year-on-year .",positive,"O resultado operacional da empresa (EBIT) totalizou 0,0 milhões de euros, acima dos -0,3 milhões de euros no período homólogo.",positivo
Combining this deep domain expertise with our Application Service Management ASM and outsourcing service offerings has now proved to be a winning combination .,positive,Combinar esse profundo conhecimento de domínio com nossas ofertas de serviços de terceirização e ASM de gerenciamento de serviços de aplicativos provou ser uma combinação vencedora.,positivo
The Notice in its entirety with other proposals from the Nomination Committee and the Board will be published at least four weeks before 28 April on the company 's website and in Post - och Inrikes Tidningar and Dagens Industri .,neutral,"O Edital na íntegra, com outras propostas do Comitê de Nomeação e do Conselho, será publicado pelo menos quatro semanas antes de 28 de abril no site da empresa e no Post-och Inrikes Tidningar e Dagens Industri.",neutro
Business boomed after Ostrom helped plant a small story about Rapala lures in a Life magazine issue that featured Marilyn Monroe on the cover .,positive,Os negócios prosperaram depois que Ostrom ajudou a publicar uma pequena história sobre as iscas Rapala em uma edição da revista Life que trazia Marilyn Monroe na capa.,positivo
EMSA Deputy Chairman of the Board Juri Lember told BNS on Wednesday that this was the first time he heard about the strike as the Swedish side had not informed the Estonian union yet .,negative,"O Vice-Presidente do Conselho da EMSA, Juri Lember, disse ao BNS na quarta-feira que esta foi a primeira vez que ouviu falar da greve, uma vez que o lado sueco ainda não tinha informado o sindicato estónio.",negativo
"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 .",neutral,"As perdas antes de impostos totalizaram 1,2 milhões de euros , abaixo dos lucros de 2,1 milhões de euros em 2004 .",neutro
"Raute , headquartered in Nastola , Finland , is a technology company serving the wood products industry worldwide .",neutral,"A Raute, com sede em Nastola, Finlândia, é uma empresa de tecnologia que atende a indústria de produtos de madeira em todo o mundo.",neutro
"Last week , however , Nokia announced that it will pursue a long-term relationship with Microsoft , and make the Windows Phone 7 operating system the foundation for Nokia mobile phones .",neutral,"Na semana passada, contudo, a Nokia anunciou que irá prosseguir uma relação de longo prazo com a Microsoft e tornar o sistema operativo Windows Phone 7 a base dos telemóveis Nokia.",neutro
The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .,neutral,O grupo Elcoteq anunciou recentemente que os últimos três meses do ano anterior lhe trouxeram uma perda importante de mais de meio bilhão de coroas (32 milhões de euros) pelo quinto trimestre consecutivo.,neutro
"However , this increases signaling traffic which wastes network resources and allows fewer smartphones to connect .",neutral,"No entanto, isso aumenta o tráfego de sinalização, o que desperdiça recursos de rede e permite que menos smartphones se conectem.",neutro
$ISRG PT raised to $700 from $640 at Leerink - keeps Outperform rated,positive,$ISRG PT aumentou para $700 de $640 em Leerink - mantém classificação Outperform,positivo
The idea of saving electricity in data transfer is still a new one .,neutral,A idéia de economizar energia elétrica na transferência de dados ainda é nova.,neutro
"MANAVIGATOR-September 7 , 2010-Kemira unveils Indian JV with IVRCL Finnish chemicals group Kemira ( HEL : KRA1V ) on Tuesday announced it has inked a deal to form a joint venture in India with local construction firm IVRCL Infrastructure and Projects Ltd ( BOM :530773 ) .",positive,MANAVIGATOR-7 de setembro de 2010-Kemira revela JV indiana com IVRCL O grupo químico finlandês Kemira (HEL: KRA1V) anunciou na terça-feira que assinou um acordo para formar uma joint venture na Índia com a empresa de construção local IVRCL Infrastructure and Projects Ltd (BOM:530773 ).,positivo
"Nokia Multimedia 's net sales totaled EUR 5.7 bn , up 45 % from the corresponding period in 2005 .",positive,"As vendas líquidas da Nokia Multimedia totalizaram 5,7 mil milhões de euros , um aumento de 45 % em relação ao período correspondente de 2005 .",positivo
Measures will be launched immediately and are due to be finalized in the first quarter of 2010 .,neutral,As medidas serão lançadas imediatamente e deverão estar concluídas no primeiro trimestre de 2010 .,neutro
"Russian Media Ventures ' minority shareholder Peter Hervy denied the plans to sell OVA Press , the daily said .",neutral,"O acionista minoritário da Russian Media Ventures, Peter Hervy, negou os planos de vender a OVA Press, informou o diário.",neutro
"Tesco set to sell Kipa, Giraffe businesses - Sky News",negative,Tesco se prepara para vender negócios Kipa e Giraffe – Sky News,negativo
A PLUMBING business has announced it is sponsoring a professional darts player .,neutral,Uma empresa de ENCANAMENTO anunciou que está patrocinando um jogador profissional de dardos.,neutro
No more waste-burning facilities should be built .,neutral,Não deverão ser construídas mais instalações de queima de resíduos.,neutro
"Mr. Mika Korpinen , APAC Vice President for Comptel concludes : `` Comptel is once again demonstrating the importance of providing reliable delivery and enabling time-to-market .",neutral,"O Sr. Mika Korpinen, vice-presidente APAC da Comptel, conclui: “A Comptel está mais uma vez demonstrando a importância de fornecer entrega confiável e permitir o tempo de colocação no mercado.",neutro
The name of the newspaper publishing and printing division Sanoma will be changed to Sanoma News .,neutral,O nome da divisão de publicação e impressão de jornais Sonoma será alterado para Sonoma News.,neutro
Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier .,positive,"As vendas líquidas aumentaram para 655 milhões de euros entre abril e junho de 2010, ante 438 milhões de euros um ano antes.",positivo
The total capacity of the factory will be approximately 100 engines a year .,neutral,A capacidade total da fábrica será de aproximadamente 100 motores por ano.,neutro
Operating profit rose to EUR 4.7 mn from EUR 3.6 mn .,positive,"O lucro operacional aumentou de 3,6 milhões de euros para 4,7 milhões de euros.",positivo
Shire to buy NPS for $5.2 billion to boost rare disease drugs,positive,"Shire comprará NPS por US$ 5,2 bilhões para impulsionar medicamentos para doenças raras",positivo
